abone_id,yas,cinsiyet,aylik_gelir,harcama,sehir,egitim
abone2418,36,kadin,3000,Ev Giderleri,Denizli,lisans
abone2419,48,erkek,7241,Ev Giderleri,Kocaeli,lise
abone2420,46,erkek,9291,Eğlence,Bursa,ilkokul
abone2421,58,erkek,5611,Gıda,Samsun,yuksek lisans
abone2422,58,erkek,10988,Diğer,Denizli,lise
abone2423,33,erkek,11158,Sağlık,Kocaeli,lisans
abone2424,68,kadin,4784,Ev Giderleri,Balıkesir,yuksek lisans
abone2425,47,kadin,8365,Ulaşım,Kocaeli,doktora
abone2426,26,kadin,10006,Ev Giderleri,Konya,lise
abone2427,21,erkek,5234,Sağlık,Kocaeli,ortaokul
abone2428,42,kadin,10140,Ev Giderleri,Bursa,yuksek lisans
abone2429,28,erkek,4517,Gıda,Şanlıurfa,lise
abone2430,57,erkek,9900,Sağlık,Malatya,lisans
abone2431,37,kadin,6950,Diğer,Konya,lisans
abone2432,24,erkek,10974,Diğer,Trabzon,lise
abone2433,24,erkek,10546,Ulaşım,Konya,lisans
abone2434,36,erkek,17664,Giyim,Malatya,doktora
abone2435,64,kadin,8082,Eğitim,Malatya,lisans
abone2436,18,kadin,9210,Giyim,Antalya,lisans
abone2437,63,erkek,11019,Sağlık,Izmir,lise
abone2438,61,kadin,3531,Ulaşım,Istanbul,lisans
abone2439,18,kadin,8275,Ev Giderleri,Samsun,yuksek lisans
abone2440,21,kadin,7508,Sağlık,Gaziantep,yuksek lisans
abone2441,40,kadin,8198,Diğer,Adana,lisans
abone2442,19,erkek,19312,Eğlence,Malatya,lisans
abone2443,22,erkek,3737,Ev Giderleri,Manisa,lise
abone2444,70,erkek,9180,Sağlık,Adana,lisans
abone2445,62,kadin,11685,Gıda,Sivas,lisans
abone2446,40,kadin,7032,Ulaşım,Antalya,lisans
abone2447,53,kadin,8044,Gıda,Istanbul,doktora
abone2448,21,kadin,8579,Giyim,Bursa,lisans
abone2449,48,erkek,12078,Sağlık,Gaziantep,lise
abone2450,52,erkek,6545,Diğer,Izmir,yuksek lisans
abone2451,28,erkek,10564,Diğer,Kahramanmaraş,lisans
abone2452,55,kadin,10116,Eğitim,Manisa,lise
abone2453,52,erkek,14418,Eğlence,Izmir,ortaokul
abone2454,46,erkek,8931,Gıda,Balıkesir,ilkokul
abone2455,21,erkek,13519,Sağlık,Izmir,lise
abone2456,34,kadin,10363,Eğitim,Sivas,lisans
abone2457,54,kadin,3117,Ev Giderleri,Bursa,ortaokul
abone2458,18,erkek,11956,Diğer,Trabzon,yuksek lisans
abone2459,22,erkek,6038,Diğer,Bursa,lisans
abone2460,28,erkek,7285,Eğitim,Bursa,lisans
abone2461,70,erkek,4743,Giyim,Balıkesir,lisans
abone2462,33,kadin,10345,Ulaşım,Trabzon,lisans
abone2463,68,kadin,6809,Giyim,Kahramanmaraş,lisans
abone2464,24,kadin,8234,Ulaşım,Konya,lise
abone2465,48,kadin,6222,Sağlık,Adana,lisans
abone2466,28,erkek,15720,Gıda,Manisa,lise
abone2467,29,erkek,3647,Sağlık,Samsun,lise
abone2468,41,kadin,10804,Eğitim,Denizli,lise
abone2469,57,kadin,12353,Gıda,Izmir,lise
abone2470,45,erkek,8331,Gıda,Konya,lise
abone2471,50,erkek,12253,Ev Giderleri,Kahramanmaraş,lisans
abone2472,47,erkek,12408,Eğlence,Istanbul,yuksek lisans
abone2473,30,erkek,9556,Sağlık,Kocaeli,lisans
abone2474,54,kadin,8807,Ev Giderleri,Mersin,lise
abone2475,37,erkek,4046,Eğitim,Denizli,lise
abone2476,66,erkek,7795,Diğer,Istanbul,lisans
abone2477,44,kadin,13214,Diğer,Malatya,lise
abone2478,43,kadin,7228,Sağlık,Izmir,lisans
abone2479,41,erkek,6217,Diğer,Istanbul,lise
abone2480,22,erkek,3000,Ev Giderleri,Denizli,ortaokul
abone2481,49,erkek,12013,Sağlık,Istanbul,lisans
abone2482,52,kadin,3500,Eğlence,Diyarbakır,lisans
abone2483,37,erkek,3579,Gıda,Denizli,lisans
abone2484,62,erkek,7943,Giyim,Sivas,lise
abone2485,20,kadin,8073,Eğlence,Mersin,lise
abone2486,63,erkek,8796,Eğlence,Bursa,ortaokul
abone2487,34,kadin,11433,Giyim,Denizli,ortaokul
abone2488,62,erkek,6784,Diğer,Bursa,yuksek lisans
abone2489,20,kadin,5028,Giyim,Izmir,yuksek lisans
abone2490,56,erkek,7835,Giyim,Diyarbakır,lisans
abone2491,24,erkek,12714,Giyim,Balıkesir,ortaokul
abone2492,30,erkek,15556,Eğitim,Istanbul,lisans
abone2493,53,kadin,11971,Gıda,Samsun,ilkokul
abone2494,23,erkek,10818,Gıda,Şanlıurfa,lisans
abone2495,27,erkek,11316,Giyim,Kocaeli,lise
abone2496,27,kadin,5224,Eğlence,Ankara,lisans
abone2497,44,kadin,6852,Eğitim,Şanlıurfa,yuksek lisans
abone2498,43,erkek,7535,Ulaşım,Antalya,lise
abone2499,37,kadin,5831,Diğer,Şanlıurfa,yuksek lisans
abone2500,51,erkek,8881,Gıda,Samsun,lise
abone2501,46,kadin,10625,Eğlence,Samsun,doktora
abone2502,61,erkek,14458,Ulaşım,Balıkesir,lisans
abone2503,63,erkek,8913,Gıda,Istanbul,lise
abone2504,67,erkek,17836,Giyim,Şanlıurfa,ortaokul
abone2505,47,kadin,17929,Ulaşım,Adana,ilkokul
abone2506,51,erkek,7789,Gıda,Kocaeli,ilkokul
abone2507,35,kadin,13025,Ulaşım,Izmir,yuksek lisans
abone2508,69,kadin,8494,Eğlence,Izmir,lise
abone2509,35,kadin,12131,Diğer,Antalya,ortaokul
abone2510,29,kadin,7927,Eğitim,Antalya,lisans
abone2511,69,kadin,5786,Gıda,Konya,yuksek lisans
abone2512,42,kadin,10887,Eğlence,Denizli,yuksek lisans
abone2513,47,erkek,9403,Diğer,Antalya,ortaokul
abone2514,18,kadin,3770,Diğer,Izmir,lise
abone2515,54,kadin,7591,Giyim,Antalya,lisans
abone2516,49,kadin,10461,Gıda,Samsun,lisans
abone2517,57,erkek,10634,Sağlık,Istanbul,ortaokul
abone2518,19,kadin,6157,Diğer,Manisa,lisans
abone2519,20,erkek,5135,Ulaşım,Antalya,lise
abone2520,48,erkek,5121,Eğlence,Sivas,ilkokul
abone2521,44,kadin,16780,Gıda,Istanbul,lisans
abone2522,46,erkek,12206,Diğer,Mersin,lisans
abone2523,46,kadin,8531,Eğlence,Diyarbakır,ilkokul
abone2524,19,kadin,15859,Eğlence,Ankara,doktora
abone2525,55,kadin,7903,Sağlık,Trabzon,ilkokul
abone2526,62,erkek,9289,Gıda,Manisa,ilkokul
abone2527,45,erkek,8166,Gıda,Denizli,lise
abone2528,33,kadin,3000,Ev Giderleri,Balıkesir,lise
abone2529,32,kadin,3000,Ulaşım,Gaziantep,lisans
abone2530,18,kadin,10911,Diğer,Şanlıurfa,lisans
abone2531,52,kadin,3000,Giyim,Gaziantep,lise
abone2532,70,kadin,13690,Ev Giderleri,Kahramanmaraş,lisans
abone2533,42,erkek,7308,Eğlence,Bursa,lise
abone2534,58,kadin,14078,Ev Giderleri,Gaziantep,lisans
abone2535,53,erkek,8569,Ev Giderleri,Denizli,lisans
abone2536,25,erkek,10353,Eğitim,Balıkesir,lisans
abone2537,62,erkek,5545,Ev Giderleri,Diyarbakır,ortaokul
abone2538,38,kadin,10787,Sağlık,Konya,lisans
abone2539,66,kadin,8732,Ulaşım,Sivas,lise
abone2540,28,erkek,19392,Ulaşım,Izmir,ilkokul
abone2541,53,kadin,3000,Ev Giderleri,Izmir,lise
abone2542,65,kadin,10379,Gıda,Trabzon,yuksek lisans
abone2543,65,erkek,5010,Sağlık,Manisa,lisans
abone2544,21,kadin,6815,Sağlık,Izmir,lise
abone2545,49,kadin,10327,Eğitim,Sivas,yuksek lisans
abone2546,50,erkek,14411,Ulaşım,Manisa,lise
abone2547,41,erkek,10081,Ulaşım,Konya,lise
abone2548,51,erkek,4514,Eğitim,Balıkesir,lisans
abone2549,21,kadin,8659,Sağlık,Istanbul,lisans
abone2550,66,erkek,6820,Eğitim,Kocaeli,lisans
abone2551,61,erkek,8410,Ulaşım,Kahramanmaraş,ortaokul
abone2552,20,erkek,11708,Diğer,Antalya,yuksek lisans
abone2553,36,kadin,5461,Sağlık,Kocaeli,lisans
abone2554,69,kadin,4787,Ev Giderleri,Kocaeli,ilkokul
abone2555,39,erkek,12354,Eğlence,Manisa,lise
abone2556,66,kadin,7184,Eğitim,Manisa,lise
abone2557,23,erkek,7585,Eğitim,Samsun,lisans
abone2558,26,kadin,11738,Ev Giderleri,Malatya,lisans
abone2559,24,kadin,8727,Eğitim,Malatya,lisans
abone2560,54,kadin,10769,Giyim,Manisa,lise
abone2561,30,erkek,10927,Ulaşım,Trabzon,lisans
abone2562,59,kadin,17129,Eğitim,Gaziantep,ortaokul
abone2563,50,erkek,9682,Eğitim,Kocaeli,ortaokul
abone2564,63,kadin,11552,Ulaşım,Konya,lisans
abone2565,62,erkek,9258,Ev Giderleri,Sivas,ortaokul
abone2566,38,kadin,4766,Eğlence,Antalya,lisans
abone2567,53,erkek,10567,Giyim,Balıkesir,lise
abone2568,63,kadin,5609,Sağlık,Istanbul,lise
abone2569,50,erkek,5399,Gıda,Şanlıurfa,lise
abone2570,22,kadin,7971,Eğlence,Izmir,lisans
abone2571,59,kadin,12330,Gıda,Diyarbakır,lisans
abone2572,62,erkek,9856,Eğitim,Mersin,lisans
abone2573,20,erkek,13938,Gıda,Manisa,ortaokul
abone2574,51,erkek,14448,Eğitim,Kahramanmaraş,ilkokul
abone2575,32,kadin,6277,Ulaşım,Samsun,yuksek lisans
abone2576,55,erkek,16834,Eğlence,Manisa,lisans
abone2577,38,erkek,5755,Giyim,Mersin,lisans
abone2578,52,kadin,14747,Ev Giderleri,Adana,lise
abone2579,50,erkek,10554,Giyim,Mersin,lisans
abone2580,46,kadin,13499,Eğlence,Trabzon,lise
abone2581,61,erkek,8596,Ev Giderleri,Bursa,lisans
abone2582,18,kadin,9592,Diğer,Mersin,lise
abone2583,24,erkek,10487,Eğitim,Mersin,lisans
abone2584,67,erkek,6993,Eğlence,Trabzon,doktora
abone2585,26,erkek,5186,Diğer,Gaziantep,lisans
abone2586,70,kadin,12053,Eğitim,Antalya,lisans
abone2587,68,erkek,9516,Diğer,Bursa,ortaokul
abone2588,27,kadin,6755,Diğer,Manisa,lise
abone2589,31,erkek,3000,Diğer,Samsun,lise
abone2590,19,kadin,13137,Giyim,Kahramanmaraş,yuksek lisans
abone2591,57,kadin,4403,Diğer,Ankara,lisans
abone2592,37,erkek,3000,Diğer,Mersin,lisans
abone2593,70,kadin,11831,Ev Giderleri,Manisa,lise
abone2594,61,erkek,6374,Ulaşım,Samsun,ortaokul
abone2595,38,kadin,8618,Ev Giderleri,Bursa,lise
abone2596,30,erkek,11962,Ev Giderleri,Adana,yuksek lisans
abone2597,37,kadin,10040,Ev Giderleri,Konya,lisans
abone2598,21,kadin,3294,Eğitim,Manisa,lisans
abone2599,42,erkek,10231,Diğer,Kahramanmaraş,lise
abone2600,35,erkek,8825,Eğlence,Samsun,lisans
abone2601,40,erkek,15269,Diğer,Şanlıurfa,lisans
abone2602,58,erkek,12022,Ulaşım,Ankara,ortaokul
abone2603,34,kadin,14312,Ulaşım,Samsun,lise
abone2604,38,erkek,10504,Ulaşım,Izmir,doktora
abone2605,32,kadin,4111,Ulaşım,Konya,lisans
abone2606,25,erkek,7756,Ulaşım,Manisa,lisans
abone2607,50,erkek,9307,Eğitim,Malatya,lisans
abone2608,19,kadin,7112,Ev Giderleri,Malatya,yuksek lisans
abone2609,50,erkek,7506,Ev Giderleri,Manisa,ortaokul
abone2610,43,erkek,8222,Eğlence,Mersin,lisans
abone2611,24,erkek,5706,Ev Giderleri,Istanbul,ortaokul
abone2612,64,kadin,8444,Gıda,Diyarbakır,lise
abone2613,27,erkek,6410,Ev Giderleri,Adana,yuksek lisans
abone2614,61,kadin,10483,Diğer,Diyarbakır,lisans
abone2615,49,erkek,8199,Ev Giderleri,Konya,yuksek lisans
abone2616,26,kadin,4311,Ulaşım,Denizli,lisans
abone2617,37,kadin,3000,Gıda,Diyarbakır,lise
abone2618,49,kadin,13001,Giyim,Adana,lise
abone2619,22,kadin,6733,Gıda,Kocaeli,lisans
abone2620,55,erkek,11542,Sağlık,Malatya,ilkokul
abone2621,59,kadin,5852,Gıda,Samsun,lisans
abone2622,31,kadin,11504,Gıda,Denizli,lise
abone2623,18,erkek,7014,Ulaşım,Adana,lise
abone2624,44,erkek,3786,Eğlence,Kocaeli,ortaokul
abone2625,31,kadin,9227,Giyim,Balıkesir,lise
abone2626,33,erkek,11981,Giyim,Manisa,lisans
abone2627,30,erkek,9796,Ulaşım,Şanlıurfa,ortaokul
abone2628,29,erkek,9785,Sağlık,Manisa,ilkokul
abone2629,45,erkek,13849,Eğlence,Izmir,yuksek lisans
abone2630,18,kadin,8654,Giyim,Trabzon,lise
abone2631,57,kadin,6225,Eğitim,Denizli,lise
abone2632,44,kadin,16071,Sağlık,Balıkesir,lisans
abone2633,45,kadin,5821,Ulaşım,Adana,lise
abone2634,70,erkek,12020,Sağlık,Mersin,yuksek lisans
abone2635,30,kadin,11905,Sağlık,Kahramanmaraş,lisans
abone2636,26,kadin,13636,Giyim,Trabzon,lisans
abone2637,44,erkek,9491,Gıda,Malatya,ortaokul
abone2638,40,erkek,8959,Eğlence,Kocaeli,ortaokul
abone2639,52,erkek,15839,Sağlık,Ankara,yuksek lisans
abone2640,19,kadin,6583,Eğlence,Şanlıurfa,lise
abone2641,54,kadin,11924,Eğitim,Denizli,lise
abone2642,21,kadin,5316,Sağlık,Malatya,ilkokul
abone2643,45,kadin,16085,Ulaşım,Sivas,lise
abone2644,39,erkek,8214,Giyim,Diyarbakır,lisans
abone2645,45,kadin,12503,Giyim,Izmir,ilkokul
abone2646,51,kadin,18622,Giyim,Manisa,ortaokul
abone2647,20,erkek,5162,Eğlence,Trabzon,ortaokul
abone2648,47,erkek,3000,Ev Giderleri,Konya,yuksek lisans
abone2649,70,kadin,6565,Eğlence,Istanbul,doktora
abone2650,66,kadin,14602,Ev Giderleri,Manisa,ortaokul
abone2651,29,kadin,16451,Ulaşım,Mersin,lisans
abone2652,27,erkek,9291,Eğitim,Denizli,lisans
abone2653,34,erkek,10647,Sağlık,Konya,lisans
abone2654,27,erkek,8970,Giyim,Denizli,lise
abone2655,20,kadin,16935,Eğlence,Samsun,lisans
abone2656,31,kadin,10076,Gıda,Samsun,ilkokul
abone2657,41,erkek,3000,Eğitim,Trabzon,lise
abone2658,70,kadin,9501,Diğer,Kocaeli,ilkokul
abone2659,33,erkek,16733,Gıda,Trabzon,lisans
abone2660,60,erkek,4809,Eğlence,Trabzon,lise
abone2661,55,kadin,18428,Ev Giderleri,Adana,lise
abone2662,58,kadin,13137,Diğer,Bursa,lise
abone2663,56,kadin,10512,Diğer,Trabzon,lisans
abone2664,41,kadin,5664,Gıda,Malatya,lisans
abone2665,66,erkek,7709,Sağlık,Antalya,lisans
abone2666,19,kadin,8787,Giyim,Denizli,lisans
abone2667,66,erkek,9425,Ulaşım,Samsun,lisans
abone2668,59,kadin,16461,Sağlık,Mersin,lisans
abone2669,46,erkek,13517,Ev Giderleri,Kocaeli,yuksek lisans
abone2670,28,kadin,10527,Eğitim,Ankara,doktora
abone2671,21,kadin,5772,Gıda,Balıkesir,lisans
abone2672,24,erkek,9207,Ev Giderleri,Balıkesir,doktora
abone2673,26,kadin,8530,Giyim,Mersin,lise
abone2674,66,kadin,6519,Giyim,Balıkesir,lisans
abone2675,40,erkek,11374,Sağlık,Sivas,lisans
abone2676,34,kadin,8505,Diğer,Malatya,lise
abone2677,63,erkek,9818,Eğlence,Balıkesir,lisans
abone2678,61,kadin,11403,Sağlık,Gaziantep,lise
abone2679,19,erkek,3357,Eğitim,Sivas,lise
abone2680,70,erkek,4531,Giyim,Gaziantep,yuksek lisans
abone2681,54,erkek,9912,Giyim,Ankara,lisans
abone2682,53,erkek,4554,Ev Giderleri,Şanlıurfa,lisans
abone2683,28,erkek,7526,Giyim,Malatya,lisans
abone2684,69,kadin,11840,Eğitim,Kocaeli,ilkokul
abone2685,59,kadin,8141,Gıda,Mersin,lisans
abone2686,65,erkek,4816,Eğlence,Kocaeli,lisans
abone2687,39,kadin,11004,Diğer,Malatya,lise
abone2688,23,kadin,10937,Ulaşım,Malatya,lise
abone2689,43,kadin,5543,Giyim,Kahramanmaraş,lisans
abone2690,67,kadin,11261,Eğlence,Sivas,lise
abone2691,28,erkek,9013,Sağlık,Konya,lise
abone2692,69,kadin,5270,Eğlence,Samsun,lisans
abone2693,25,erkek,10135,Sağlık,Sivas,lise
abone2694,42,erkek,14929,Eğitim,Ankara,lisans
abone2695,70,kadin,7777,Diğer,Sivas,lisans
abone2696,36,erkek,3000,Ulaşım,Denizli,lisans
abone2697,24,erkek,9372,Giyim,Bursa,lise
abone2698,66,erkek,8920,Ev Giderleri,Konya,lisans
abone2699,57,erkek,3824,Sağlık,Balıkesir,ortaokul
abone2700,69,erkek,10700,Eğlence,Istanbul,lise
abone2701,45,kadin,10714,Eğlence,Istanbul,ortaokul
abone2702,27,kadin,9468,Gıda,Antalya,ortaokul
abone2703,40,erkek,12542,Sağlık,Ankara,lisans
abone2704,31,kadin,14162,Ulaşım,Kocaeli,lise
abone2705,49,erkek,12335,Giyim,Istanbul,lisans
abone2706,60,kadin,10435,Sağlık,Balıkesir,ortaokul
abone2707,40,erkek,3000,Gıda,Mersin,lise
abone2708,53,erkek,10079,Ev Giderleri,Şanlıurfa,lise
abone2709,41,kadin,6939,Giyim,Şanlıurfa,lise
abone2710,44,kadin,5361,Eğlence,Samsun,lisans
abone2711,69,kadin,12988,Sağlık,Kahramanmaraş,lisans
abone2712,62,erkek,12144,Gıda,Kahramanmaraş,doktora
abone2713,19,kadin,3178,Gıda,Bursa,lise
abone2714,24,erkek,13046,Diğer,Ankara,doktora
abone2715,33,erkek,10939,Diğer,Gaziantep,lisans
abone2716,70,kadin,13081,Eğitim,Denizli,yuksek lisans
abone2717,31,kadin,9306,Gıda,Bursa,lisans
abone2718,40,kadin,4222,Eğlence,Sivas,lise
abone2719,43,erkek,9723,Gıda,Konya,lise
abone2720,39,erkek,11094,Eğlence,Konya,lisans
abone2721,28,kadin,13077,Gıda,Bursa,lisans
abone2722,56,erkek,21369,Eğlence,Antalya,lise
abone2723,23,kadin,3160,Sağlık,Manisa,lise
abone2724,60,erkek,8964,Gıda,Samsun,yuksek lisans
abone2725,48,erkek,16150,Ev Giderleri,Kocaeli,lisans
abone2726,22,erkek,9159,Diğer,Gaziantep,lise
abone2727,45,erkek,6366,Sağlık,Mersin,lisans
abone2728,25,erkek,8763,Diğer,Konya,lise
abone2729,28,kadin,8097,Ev Giderleri,Gaziantep,ortaokul
abone2730,58,kadin,11773,Sağlık,Diyarbakır,lise
abone2731,44,kadin,8235,Ulaşım,Gaziantep,yuksek lisans
abone2732,34,erkek,9649,Diğer,Bursa,lisans
abone2733,51,erkek,10223,Ulaşım,Şanlıurfa,ortaokul
abone2734,46,kadin,7548,Sağlık,Trabzon,lisans
abone2735,43,erkek,10100,Eğlence,Sivas,lise
abone2736,67,kadin,11674,Ev Giderleri,Kahramanmaraş,lisans
abone2737,35,kadin,8624,Ev Giderleri,Ankara,lisans
abone2738,50,kadin,13676,Eğlence,Antalya,lisans
abone2739,23,kadin,9321,Gıda,Konya,yuksek lisans
abone2740,33,kadin,17280,Giyim,Sivas,lise
abone2741,31,erkek,13941,Eğlence,Adana,lise
abone2742,60,erkek,9253,Gıda,Manisa,doktora
abone2743,64,kadin,10036,Gıda,Kocaeli,lisans
abone2744,37,erkek,12678,Ulaşım,Istanbul,lise
abone2745,53,erkek,12561,Ev Giderleri,Adana,ilkokul
abone2746,51,erkek,9416,Ev Giderleri,Malatya,lise
abone2747,32,kadin,5757,Ulaşım,Izmir,lisans
abone2748,38,erkek,3000,Eğlence,Şanlıurfa,lise
abone2749,47,erkek,9737,Eğitim,Ankara,doktora
abone2750,42,erkek,4623,Diğer,Şanlıurfa,lise
abone2751,34,erkek,11553,Eğitim,Kocaeli,ilkokul
abone2752,38,kadin,12953,Ulaşım,Manisa,lisans
abone2753,62,erkek,9836,Ulaşım,Balıkesir,lisans
abone2754,32,erkek,14930,Gıda,Kocaeli,lise
abone2755,64,kadin,8075,Giyim,Adana,lisans
abone2756,69,erkek,7447,Eğitim,Bursa,ortaokul
abone2757,38,erkek,5420,Ev Giderleri,Ankara,lise
abone2758,29,kadin,10193,Diğer,Şanlıurfa,lisans
abone2759,67,erkek,11584,Gıda,Sivas,ortaokul
abone2760,50,kadin,10077,Ulaşım,Manisa,lisans
abone2761,24,kadin,3716,Diğer,Şanlıurfa,yuksek lisans
abone2762,67,kadin,5306,Eğitim,Şanlıurfa,lisans
abone2763,41,erkek,10638,Ulaşım,Kocaeli,lisans
abone2764,41,kadin,5537,Ulaşım,Adana,lise
abone2765,39,kadin,3000,Diğer,Antalya,ortaokul
abone2766,21,erkek,12034,Diğer,Izmir,ortaokul
abone2767,53,kadin,12497,Gıda,Antalya,ortaokul
abone2768,53,erkek,8558,Eğlence,Istanbul,lise
abone2769,38,erkek,11409,Ev Giderleri,Konya,lise
abone2770,28,kadin,11955,Giyim,Istanbul,lisans
abone2771,30,erkek,3000,Sağlık,Şanlıurfa,yuksek lisans
abone2772,63,kadin,9810,Eğlence,Kahramanmaraş,lisans
abone2773,29,kadin,8844,Ev Giderleri,Mersin,lisans
abone2774,19,kadin,3734,Diğer,Şanlıurfa,lisans
abone2775,21,kadin,19077,Eğitim,Gaziantep,lise
abone2776,32,erkek,3000,Gıda,Malatya,lise
abone2777,70,erkek,13046,Sağlık,Samsun,lise
abone2778,57,erkek,6346,Sağlık,Ankara,yuksek lisans
abone2779,56,kadin,7404,Ev Giderleri,Şanlıurfa,lisans
abone2780,20,kadin,6313,Diğer,Diyarbakır,lisans
abone2781,32,erkek,14571,Eğlence,Bursa,lise
abone2782,31,kadin,9067,Ev Giderleri,Mersin,yuksek lisans
abone2783,60,kadin,14286,Ulaşım,Diyarbakır,lise
abone2784,68,erkek,10680,Giyim,Balıkesir,ortaokul
abone2785,68,kadin,11413,Ev Giderleri,Gaziantep,ortaokul
abone2786,42,erkek,9536,Giyim,Izmir,lisans
abone2787,31,erkek,15774,Eğitim,Diyarbakır,yuksek lisans
abone2788,49,erkek,9652,Eğlence,Samsun,lise
abone2789,58,kadin,3000,Gıda,Malatya,lise
abone2790,61,kadin,8312,Giyim,Kocaeli,lisans
abone2791,20,kadin,7786,Gıda,Izmir,lisans
abone2792,53,kadin,7596,Gıda,Denizli,lise
abone2793,60,erkek,3000,Ulaşım,Kocaeli,lise
abone2794,21,kadin,4614,Ulaşım,Şanlıurfa,lisans
abone2795,39,kadin,3493,Diğer,Diyarbakır,lisans
abone2796,62,erkek,3000,Eğlence,Kahramanmaraş,lisans
abone2797,53,erkek,12951,Gıda,Sivas,lisans
abone2798,48,kadin,8422,Sağlık,Gaziantep,lise
abone2799,63,kadin,5084,Ulaşım,Adana,lisans
abone2800,47,erkek,8183,Diğer,Sivas,lisans
abone2801,68,erkek,8719,Eğitim,Konya,lise
abone2802,44,kadin,7311,Giyim,Sivas,lisans
abone2803,47,erkek,6243,Diğer,Kahramanmaraş,lisans
abone2804,25,kadin,11190,Ulaşım,Adana,lise
abone2805,47,erkek,9615,Ulaşım,Kahramanmaraş,ilkokul
abone2806,31,kadin,10691,Diğer,Kocaeli,lisans
abone2807,33,erkek,13629,Gıda,Kahramanmaraş,lisans
abone2808,64,erkek,6922,Ulaşım,Izmir,lisans
abone2809,59,erkek,14498,Ev Giderleri,Balıkesir,lise
abone2810,35,erkek,13495,Ulaşım,Bursa,lise
abone2811,66,kadin,3000,Ulaşım,Diyarbakır,lise
abone2812,59,kadin,13268,Eğitim,Izmir,lisans
abone2813,49,erkek,10192,Gıda,Kocaeli,ortaokul
abone2814,50,erkek,12997,Ev Giderleri,Antalya,lisans
abone2815,41,kadin,14291,Ev Giderleri,Diyarbakır,ortaokul
abone2816,24,kadin,3000,Giyim,Şanlıurfa,lisans
abone2817,63,kadin,7419,Eğlence,Ankara,lisans
abone2818,68,kadin,8634,Ulaşım,Manisa,ortaokul
abone2819,58,erkek,10575,Ev Giderleri,Samsun,ilkokul
abone2820,60,kadin,9983,Diğer,Antalya,ortaokul
abone2821,35,kadin,10611,Eğitim,Diyarbakır,lisans
abone2822,45,erkek,5934,Ev Giderleri,Manisa,yuksek lisans
abone2823,65,erkek,9995,Sağlık,Kocaeli,lisans
abone2824,42,erkek,9492,Giyim,Ankara,ortaokul
abone2825,47,erkek,16385,Eğitim,Samsun,lisans
abone2826,42,erkek,4625,Giyim,Adana,ilkokul
abone2827,38,kadin,9246,Gıda,Diyarbakır,ortaokul
abone2828,30,kadin,10783,Giyim,Kocaeli,ortaokul
abone2829,59,kadin,9350,Sağlık,Denizli,lisans
abone2830,62,kadin,11203,Eğlence,Manisa,lise
abone2831,60,kadin,4093,Diğer,Kahramanmaraş,yuksek lisans
abone2832,24,kadin,9332,Giyim,Trabzon,lisans
abone2833,42,erkek,11422,Giyim,Gaziantep,lisans
abone2834,65,erkek,8882,Giyim,Diyarbakır,lise
abone2835,45,erkek,4102,Sağlık,Istanbul,lise
abone2836,56,kadin,3000,Ulaşım,Trabzon,lise
abone2837,42,erkek,10706,Eğitim,Sivas,yuksek lisans
abone2838,31,erkek,3225,Eğlence,Balıkesir,ilkokul
abone2839,26,kadin,4678,Ev Giderleri,Diyarbakır,lise
abone2840,43,kadin,8749,Diğer,Bursa,lisans
abone2841,51,kadin,10406,Giyim,Konya,yuksek lisans
abone2842,29,kadin,10056,Gıda,Sivas,ortaokul
abone2843,47,kadin,5051,Gıda,Izmir,lise
abone2844,34,kadin,9708,Diğer,Denizli,lise
abone2845,65,erkek,8221,Eğitim,Denizli,lisans
abone2846,20,kadin,7688,Diğer,Konya,lisans
abone2847,19,erkek,4267,Ulaşım,Balıkesir,yuksek lisans
abone2848,66,kadin,10728,Giyim,Sivas,lisans
abone2849,36,erkek,11196,Eğlence,Diyarbakır,lisans
abone2850,25,erkek,10342,Diğer,Mersin,lise
abone2851,62,erkek,8881,Ev Giderleri,Samsun,lisans
abone2852,19,kadin,10640,Gıda,Manisa,ortaokul
abone2853,48,erkek,12223,Ulaşım,Bursa,lise
abone2854,40,erkek,3417,Ulaşım,Ankara,ortaokul
abone2855,39,kadin,3000,Giyim,Balıkesir,lisans
abone2856,38,erkek,17641,Diğer,Adana,lise
abone2857,54,kadin,10314,Diğer,Sivas,yuksek lisans
abone2858,70,kadin,10879,Sağlık,Kahramanmaraş,lisans
abone2859,62,erkek,6683,Diğer,Mersin,lisans
abone2860,65,kadin,3663,Diğer,Balıkesir,lisans
abone2861,35,erkek,12949,Giyim,Manisa,doktora
abone2862,30,kadin,7946,Sağlık,Şanlıurfa,lisans
abone2863,39,erkek,11940,Sağlık,Şanlıurfa,lise
abone2864,53,kadin,17260,Ev Giderleri,Konya,doktora
abone2865,37,kadin,3088,Ulaşım,Gaziantep,lise
abone2866,40,kadin,13819,Giyim,Mersin,ilkokul
abone2867,50,erkek,15494,Eğlence,Malatya,lise
abone2868,59,kadin,6840,Giyim,Istanbul,lisans
abone2869,19,erkek,24407,Diğer,Bursa,lisans
abone2870,42,kadin,11506,Gıda,Ankara,lisans
abone2871,54,kadin,7982,Sağlık,Manisa,lisans
abone2872,38,kadin,12716,Ulaşım,Istanbul,lisans
abone2873,38,kadin,15163,Gıda,Antalya,lisans
abone2874,24,erkek,8732,Giyim,Sivas,lise
abone2875,66,erkek,5716,Eğlence,Manisa,yuksek lisans
